student_id,school_id,language_pre,language_post,ses,verbal_iq,female,minority
1417004,141,34,45,20,3.165937909925667,0,0
1417005,141,42,47,20,1.6659379099256668,0,0
1417006,141,34,35,17,-0.3340620900743332,1,0
1417007,141,34,44,18,-0.3340620900743332,1,0
1417008,141,39,35,18,-3.834062090074333,0,0
1417009,141,37,45,25,2.165937909925667,1,0
1417010,141,45,46,20,3.165937909925667,0,0
1417011,141,44,51,43,0.6659379099256668,0,0
1417012,141,34,33,18,-0.3340620900743332,1,0
1417013,141,26,29,13,-1.3340620900743332,1,0
1417014,141,34,48,15,0.16593790992566682,0,0
1417015,141,40,41,37,-1.3340620900743332,0,0
1417016,141,31,38,23,-3.334062090074333,1,0
1417018,141,37,44,15,0.16593790992566682,0,0
1417019,141,29,27,20,0.6659379099256668,1,0
1417020,141,41,53,17,1.6659379099256668,0,0
1417021,141,36,44,20,1.6659379099256668,1,0
1427001,142,38,42,40,0.16593790992566682,1,0
1427002,142,40,50,17,0.16593790992566682,1,0
1427003,142,43,48,43,1.6659379099256668,0,0
1427004,142,42,53,17,0.6659379099256668,1,0
1427005,142,39,41,30,0.16593790992566682,0,0
1427006,142,35,38,15,2.665937909925667,1,0
1427007,142,40,41,15,-1.3340620900743332,1,0
1427008,142,28,33,20,-0.8340620900743332,0,0
1427009,142,46,54,33,1.6659379099256668,1,0
1427010,142,28,31,10,-1.3340620900743332,0,0
1427011,142,40,50,17,2.165937909925667,1,0
1427012,142,33,40,17,-0.3340620900743332,0,0
1427013,142,42,52,23,1.6659379099256668,0,0
1427015,142,31,46,20,-1.8340620900743332,0,0
1427016,142,36,46,20,0.16593790992566682,1,0
1427017,142,48,53,17,2.665937909925667,0,0
1427018,142,31,36,40,-1.3340620900743332,1,0
1427019,142,40,46,20,1.6659379099256668,0,0
1427020,142,34,55,13,-0.3340620900743332,1,0
1427021,142,40,51,17,1.1659379099256668,0,0
1427022,142,31,42,15,0.6659379099256668,1,0
1427023,142,42,45,13,-1.8340620900743332,0,0
1427024,142,39,45,10,0.6659379099256668,1,0
1427025,142,34,52,50,-0.8340620900743332,0,0
1477001,147,42,55,30,1.1659379099256668,0,0
1477002,147,31,37,25,-0.3340620900743332,1,0
1477003,147,34,46,23,1.6659379099256668,0,0
1477004,147,31,51,33,0.16593790992566682,0,0
1477005,147,28,46,17,-1.8340620900743332,1,0
1477006,147,39,51,20,1.6659379099256668,1,0
1477007,147,35,54,25,1.6659379099256668,0,0
1477008,147,35,51,37,0.16593790992566682,0,0
1477009,147,34,53,25,0.6659379099256668,0,0
1477010,147,39,46,20,1.1659379099256668,0,0
1477011,147,39,55,20,2.165937909925667,1,0
1477012,147,31,51,25,0.6659379099256668,0,0
1477013,147,38,54,25,0.6659379099256668,1,0
1477014,147,37,55,18,3.165937909925667,0,0
1477015,147,35,37,20,1.6659379099256668,0,0
1477016,147,36,51,23,1.1659379099256668,1,0
1477017,147,40,53,20,0.16593790992566682,1,0
1477018,147,36,51,23,3.165937909925667,0,0
1477019,147,27,43,23,0.6659379099256668,0,0
1477020,147,36,48,20,0.16593790992566682,0,0
1477021,147,29,47,25,-0.3340620900743332,0,0
1477022,147,33,46,20,-1.3340620900743332,0,0
1487001,148,42,51,25,0.6659379099256668,1,0
1487002,148,38,47,23,1.1659379099256668,0,0
1487003,148,37,46,43,-0.8340620900743332,1,0
1487004,148,28,45,20,-0.8340620900743332,1,0
1487005,148,34,38,10,-0.3340620900743332,0,0
1487006,148,35,41,20,1.1659379099256668,1,0
1487007,148,31,43,23,0.16593790992566682,1,0
1487008,148,40,44,25,1.6659379099256668,0,0
1487009,148,32,42,23,0.6659379099256668,1,0
1487010,148,39,51,28,5.165937909925667,0,0
1487011,148,31,40,23,-0.3340620900743332,1,0
1487012,148,44,54,20,5.165937909925667,1,0
1487013,148,34,50,28,-0.3340620900743332,0,0
1487015,148,41,55,48,2.165937909925667,1,0
1487016,148,36,47,35,1.6659379099256668,1,0
1487019,148,33,44,28,0.6659379099256668,1,0
1487020,148,38,42,38,1.1659379099256668,0,0
1487021,148,43,56,48,4.665937909925667,1,0
1487022,148,36,33,28,0.16593790992566682,0,0
1487023,148,40,46,20,1.1659379099256668,0,0
1487024,148,37,48,15,0.6659379099256668,0,0
1487025,148,39,32,50,0.6659379099256668,1,0
1487026,148,35,43,33,3.165937909925667,1,0
1487027,148,45,45,30,-0.3340620900743332,1,0
1487028,148,35,45,50,2.665937909925667,1,0
1487029,148,44,53,33,1.6659379099256668,0,0
1487030,148,41,50,35,2.665937909925667,1,0
1487031,148,42,48,33,0.16593790992566682,1,0
1487032,148,31,37,23,1.1659379099256668,1,0
1497001,149,42,51,45,3.165937909925667,1,0
1497002,149,29,40,35,-0.8340620900743332,0,0
1497003,149,39,44,33,0.16593790992566682,0,0
1497004,149,23,38,43,-0.3340620900743332,0,0
1497005,149,33,35,33,-2.834062090074333,1,0
1497006,149,26,23,37,-2.334062090074333,0,0
1497007,149,32,46,33,-0.3340620900743332,0,0
1497008,149,25,38,43,-1.3340620900743332,0,0
1497009,149,35,52,47,-2.334062090074333,1,0
1497010,149,37,45,40,0.16593790992566682,0,0
1497011,149,31,34,20,-2.834062090074333,1,0
1497012,149,42,46,45,1.6659379099256668,1,0
1497013,149,30,41,23,0.16593790992566682,0,0
1497014,149,29,40,33,0.6659379099256668,1,0
1497015,149,41,51,43,3.165937909925667,1,0
1497016,149,37,31,20,-0.3340620900743332,0,0
1497017,149,38,47,30,0.16593790992566682,0,0
1497018,149,39,44,47,2.165937909925667,0,0
1497019,149,35,47,40,1.6659379099256668,0,0
1497020,149,35,48,20,1.6659379099256668,1,0
1497021,149,37,48,45,1.1659379099256668,0,0
1507001,150,25,30,20,-0.3340620900743332,0,0
1507002,150,31,40,50,0.16593790992566682,1,0
1507004,150,37,50,20,0.16593790992566682,0,0
1507005,150,40,54,40,0.6659379099256668,1,0
1507006,150,26,37,30,-2.834062090074333,1,0
1507007,150,37,40,40,1.6659379099256668,0,0
1507008,150,26,34,40,-0.8340620900743332,1,0
1507009,150,28,47,40,-0.3340620900743332,0,0
1507010,150,26,33,40,-2.334062090074333,0,0
1507011,150,35,43,10,0.16593790992566682,1,0
1507012,150,39,53,40,0.6659379099256668,1,0
1507013,150,29,36,20,-1.8340620900743332,0,0
1507014,150,37,49,30,0.6659379099256668,1,0
1507015,150,33,54,50,1.1659379099256668,1,0
1507016,150,34,45,40,0.16593790992566682,1,0
1507017,150,36,41,50,1.6659379099256668,1,0
1507018,150,30,35,20,-1.3340620900743332,1,0
1507019,150,32,34,40,-1.3340620900743332,0,0
1507020,150,23,30,40,-1.3340620900743332,0,0
1507021,150,36,41,50,0.6659379099256668,1,0
1507024,150,29,37,30,-2.334062090074333,1,0
1507025,150,28,46,30,0.6659379099256668,1,0
1507026,150,30,43,30,-0.3340620900743332,0,0
1507027,150,20,30,20,0.16593790992566682,0,0
1507028,150,24,39,10,-0.3340620900743332,0,0
1517002,151,28,40,20,-0.8340620900743332,1,0
1517003,151,28,25,20,-1.8340620900743332,0,0
1517004,151,33,38,30,-0.8340620900743332,1,0
1517005,151,29,34,20,-1.8340620900743332,0,0
1517006,151,22,37,20,0.6659379099256668,0,0
1517007,151,16,33,20,-4.834062090074333,1,0
1517008,151,29,39,20,-1.8340620900743332,0,0
1517010,151,36,34,20,-0.3340620900743332,1,0
1517011,151,41,49,47,0.16593790992566682,0,0
1517012,151,37,46,23,1.1659379099256668,1,0
1517013,151,28,37,47,-2.334062090074333,0,0
1517014,151,32,37,33,-3.334062090074333,0,0
1517015,151,33,43,20,0.6659379099256668,1,0
1517016,151,23,47,20,0.16593790992566682,1,0
1517017,151,27,38,47,-1.3340620900743332,0,0
1517018,151,14,28,17,-1.8340620900743332,0,0
1517019,151,34,42,23,-0.3340620900743332,1,0
1517020,151,33,43,23,-1.3340620900743332,1,0
1517021,151,31,34,20,-4.334062090074333,1,0
1517022,151,29,31,20,-1.8340620900743332,1,0
1517023,151,43,51,40,4.165937909925667,0,0
1517024,151,31,38,23,0.16593790992566682,0,0
1517025,151,28,34,20,-4.334062090074333,1,0
1527001,152,33,49,30,1.6659379099256668,1,0
1527002,152,38,52,50,3.165937909925667,1,0
1527003,152,33,46,40,-0.8340620900743332,0,0
1527004,152,30,40,30,0.16593790992566682,1,0
1527005,152,41,49,37,2.665937909925667,1,0
1527006,152,35,40,47,-0.3340620900743332,0,0
1527007,152,36,49,43,0.16593790992566682,0,0
1527008,152,38,54,40,-0.3340620900743332,1,0
1527009,152,41,51,30,1.1659379099256668,1,0
1527010,152,40,56,43,1.6659379099256668,1,0
1527011,152,38,54,47,0.6659379099256668,1,0
1527012,152,33,52,47,0.6659379099256668,1,0
1527013,152,23,39,30,0.16593790992566682,0,0
1527014,152,29,47,43,-1.8340620900743332,1,0
1527015,152,38,38,47,-0.3340620900743332,0,0
1527016,152,42,52,37,0.16593790992566682,1,0
1527017,152,32,48,43,0.6659379099256668,0,0
1557001,155,28,34,30,-1.8340620900743332,0,0
1557002,155,38,39,33,-0.8340620900743332,0,0
1557003,155,26,40,40,-2.834062090074333,0,0
1557004,155,39,51,40,1.1659379099256668,1,0
1557005,155,42,54,40,1.1659379099256668,1,0
1557006,155,37,51,30,1.6659379099256668,0,0
1557007,155,38,51,25,1.1659379099256668,0,0
1557008,155,44,54,30,1.6659379099256668,0,0
1557009,155,37,49,27,-1.8340620900743332,1,0
1557010,155,33,42,35,0.16593790992566682,1,0
1557011,155,44,55,40,3.165937909925667,1,0
1557012,155,30,42,23,-1.3340620900743332,1,0
1557013,155,34,54,33,0.16593790992566682,1,0
1557014,155,12,29,17,-3.834062090074333,0,0
1557015,155,35,35,50,0.6659379099256668,1,0
1557016,155,34,50,50,2.165937909925667,1,0
1557017,155,31,37,30,0.16593790992566682,0,0
1557018,155,26,40,33,-0.3340620900743332,0,0
1557019,155,40,52,30,-0.8340620900743332,1,0
1557020,155,39,52,37,2.165937909925667,1,0
1557021,155,32,41,33,0.16593790992566682,1,0
1557022,155,44,51,23,3.165937909925667,0,0
1557023,155,32,45,43,-0.3340620900743332,0,0
1557025,155,31,40,37,0.16593790992566682,0,0
1557026,155,29,34,30,-0.8340620900743332,1,0
1557027,155,29,38,40,0.6659379099256668,1,0
1557028,155,38,47,20,-1.3340620900743332,1,0
1557029,155,26,34,20,-0.8340620900743332,0,0
1557030,155,23,23,23,-2.834062090074333,1,0
1557031,155,39,34,40,-3.334062090074333,0,0
1557033,155,40,51,40,0.6659379099256668,0,0
1557034,155,30,47,37,-1.3340620900743332,0,0
1557035,155,34,50,30,1.1659379099256668,1,0
1567001,156,44,47,23,2.165937909925667,1,0
1567002,156,33,38,48,-0.8340620900743332,0,0
1567003,156,34,49,30,-0.3340620900743332,0,0
1567004,156,27,29,28,-1.8340620900743332,0,0
1567005,156,40,38,28,-0.3340620900743332,0,0
1567006,156,42,48,23,2.165937909925667,0,0
1567007,156,31,25,20,0.16593790992566682,0,0
1567008,156,25,31,10,-4.834062090074333,1,0
1567009,156,30,45,18,0.6659379099256668,0,0
1567010,156,23,31,10,-3.834062090074333,0,0
1567011,156,26,40,10,0.16593790992566682,0,0
1567012,156,38,47,20,1.6659379099256668,0,0
1597001,159,39,49,25,0.16593790992566682,1,0
1597002,159,38,50,30,1.1659379099256668,0,0
1597003,159,32,48,37,-0.8340620900743332,0,0
1597004,159,37,41,20,0.6659379099256668,0,0
1597005,159,36,42,35,-1.8340620900743332,0,0
1597006,159,39,54,38,0.6659379099256668,1,0
1597007,159,42,42,35,0.16593790992566682,1,0
1597008,159,27,32,23,-2.334062090074333,1,0
1597009,159,41,51,20,4.665937909925667,0,0
1597010,159,14,34,20,-1.3340620900743332,0,0
1597011,159,37,38,20,2.165937909925667,0,0
1597012,159,33,32,33,-0.8340620900743332,0,0
1597013,159,31,21,30,-1.3340620900743332,0,0
1597014,159,38,46,23,-0.3340620900743332,1,0
1597015,159,36,44,10,0.16593790992566682,0,1
1597017,159,34,43,23,-0.3340620900743332,1,0
1597018,159,38,46,23,-1.8340620900743332,1,0
1597019,159,47,57,40,2.165937909925667,1,0
1597020,159,43,44,40,0.16593790992566682,1,0
1597021,159,38,50,45,-0.8340620900743332,0,0
1597022,159,39,43,25,2.165937909925667,0,0
1597024,159,36,39,20,0.6659379099256668,0,0
1597025,159,42,52,30,1.6659379099256668,1,0
1597026,159,34,38,30,1.1659379099256668,1,0
1597027,159,44,51,23,0.6659379099256668,1,0
1597028,159,31,43,20,0.6659379099256668,1,0
1597029,159,32,40,20,-0.8340620900743332,1,0
1597030,159,33,42,20,-0.3340620900743332,0,0
1597031,159,32,38,30,-0.8340620900743332,0,0
1597033,159,44,54,33,3.165937909925667,1,0
1597034,159,45,51,20,5.665937909925667,0,0
1607001,160,39,50,50,2.665937909925667,1,0
1607003,160,31,45,45,0.6659379099256668,0,0
1607004,160,28,43,10,0.6659379099256668,1,1
1607005,160,44,51,20,0.16593790992566682,1,0
1607006,160,34,44,10,-2.334062090074333,1,1
1607007,160,25,23,10,-6.834062090074333,0,1
1607008,160,29,40,45,0.16593790992566682,0,0
1607009,160,36,34,10,-3.834062090074333,1,1
1607010,160,17,20,10,-4.334062090074333,1,1
1607012,160,34,44,50,0.16593790992566682,0,0
1607013,160,44,52,35,3.165937909925667,1,0
1607014,160,30,40,35,0.16593790992566682,1,0
1607015,160,39,33,10,-2.334062090074333,1,1
1607016,160,36,47,50,0.16593790992566682,1,0
1607017,160,38,52,40,1.1659379099256668,1,0
1607019,160,44,50,40,5.665937909925667,0,0
1607021,160,31,30,50,-2.334062090074333,1,0
1607022,160,37,50,25,0.6659379099256668,0,0
1607023,160,40,44,35,0.6659379099256668,0,0
1607024,160,47,52,37,1.6659379099256668,0,0
1607025,160,36,53,40,-0.3340620900743332,0,0
1607026,160,26,42,35,0.16593790992566682,1,0
1607027,160,41,54,50,2.665937909925667,1,0
1617001,161,34,51,20,-0.8340620900743332,1,0
1617002,161,38,45,20,-3.834062090074333,0,0
1617003,161,44,52,47,3.165937909925667,0,0
1617004,161,43,51,37,1.6659379099256668,1,0
1617005,161,39,50,20,2.165937909925667,1,1
1617006,161,32,44,48,-0.3340620900743332,0,0
1617007,161,27,28,20,-1.3340620900743332,0,0
1617008,161,25,43,17,-0.3340620900743332,0,0
1617009,161,43,50,27,-0.3340620900743332,1,0
1617010,161,30,41,18,1.6659379099256668,1,1
1617011,161,42,51,37,1.6659379099256668,0,0
1617013,161,35,53,17,-0.8340620900743332,1,0
1617014,161,34,35,38,-0.3340620900743332,1,0
1617015,161,39,50,37,0.16593790992566682,1,0
1617016,161,42,41,37,1.1659379099256668,0,0
1617017,161,44,55,40,0.16593790992566682,1,0
1617018,161,28,37,40,-1.3340620900743332,0,0
1617019,161,36,44,30,1.1659379099256668,0,0
1617020,161,42,52,43,0.6659379099256668,1,0
1617021,161,40,49,43,3.165937909925667,0,0
1617022,161,44,48,23,1.6659379099256668,1,0
1617023,161,37,52,50,0.6659379099256668,0,0
1617024,161,37,43,20,0.16593790992566682,0,0
1617025,161,41,54,23,-0.3340620900743332,0,0
1617026,161,31,39,33,-0.3340620900743332,1,0
1617027,161,26,24,27,-0.3340620900743332,1,0
1617028,161,40,50,30,1.6659379099256668,0,0
1617030,161,37,47,30,-3.834062090074333,1,0
1617032,161,37,48,43,1.6659379099256668,1,0
1617033,161,33,40,20,-0.8340620900743332,0,0
1617035,161,48,58,43,5.165937909925667,0,0
1647001,164,40,48,30,1.6659379099256668,0,0
1647002,164,33,40,18,0.16593790992566682,0,0
1647003,164,38,35,28,-0.8340620900743332,1,0
1647004,164,30,42,20,0.16593790992566682,0,0
1647005,164,31,44,20,-2.834062090074333,1,0
1647006,164,24,31,18,-4.334062090074333,0,0
1647007,164,31,35,18,-0.8340620900743332,0,0
1647008,164,35,37,15,0.6659379099256668,0,0
1647009,164,31,40,23,0.16593790992566682,1,0
1647010,164,38,50,23,0.6659379099256668,0,0
1647011,164,44,55,33,1.1659379099256668,0,0
1647012,164,43,50,23,2.165937909925667,0,0
1647013,164,34,39,15,0.16593790992566682,0,0
1647015,164,39,43,23,-0.8340620900743332,1,0
1647016,164,33,43,20,-3.334062090074333,1,0
1647017,164,43,50,25,0.16593790992566682,0,0
1647018,164,36,45,23,1.6659379099256668,0,0
1647019,164,46,53,23,0.16593790992566682,0,0
1647020,164,36,40,20,-0.3340620900743332,0,0
1647021,164,45,48,20,0.16593790992566682,0,0
1647022,164,41,51,23,0.6659379099256668,0,0
1647023,164,34,37,18,-0.8340620900743332,1,0
1647024,164,42,47,23,-0.3340620900743332,1,0
1647025,164,42,54,25,2.165937909925667,0,0
1677001,167,26,26,45,-1.3340620900743332,0,0
1677002,167,40,48,40,1.1659379099256668,1,0
1677003,167,38,42,35,-2.834062090074333,1,0
1677004,167,38,41,47,-1.8340620900743332,1,0
1677005,167,33,41,35,-3.834062090074333,1,0
1677006,167,41,55,20,2.665937909925667,1,0
1677008,167,38,52,50,1.1659379099256668,1,0
1677009,167,42,53,50,-0.3340620900743332,0,0
1677010,167,37,47,35,-0.3340620900743332,0,0
1677011,167,28,39,35,-3.334062090074333,1,0
1677012,167,26,41,35,-2.334062090074333,0,0
1677014,167,28,42,40,0.6659379099256668,0,0
1677015,167,41,57,40,4.665937909925667,1,0
1677017,167,26,39,50,0.16593790992566682,1,0
1677018,167,29,34,20,-1.3340620900743332,0,0
1677019,167,31,39,20,0.16593790992566682,0,0
1677020,167,33,37,35,-7.834062090074333,0,0
1677021,167,35,40,40,-1.3340620900743332,0,0
1677022,167,30,42,20,-0.8340620900743332,0,0
1677023,167,26,46,40,-0.3340620900743332,0,0
1677024,167,35,50,40,1.1659379099256668,0,0
1677025,167,25,27,20,-1.3340620900743332,0,0
1677026,167,36,49,25,1.1659379099256668,1,0
1677027,167,32,43,35,-0.3340620900743332,0,0
1677028,167,22,25,40,-1.3340620900743332,1,0
1707001,170,44,51,18,0.16593790992566682,0,0
1707002,170,32,41,18,-0.3340620900743332,1,0
1707003,170,30,37,15,-1.8340620900743332,1,0
1707004,170,36,34,18,-1.3340620900743332,1,0
1707005,170,32,34,15,-1.3340620900743332,1,0
1707006,170,36,51,15,-0.8340620900743332,1,0
1707007,170,40,53,18,1.6659379099256668,0,0
1707008,170,45,57,50,1.6659379099256668,1,0
1707009,170,36,49,15,0.16593790992566682,0,0
1707010,170,24,21,10,-4.834062090074333,0,0
1707011,170,31,27,15,-1.8340620900743332,0,0
1707012,170,33,39,47,0.6659379099256668,1,0
1707013,170,42,50,15,2.665937909925667,1,0
1707014,170,36,38,15,-1.8340620900743332,0,0
1707015,170,43,42,15,0.16593790992566682,1,0
1707016,170,42,54,18,2.665937909925667,1,0
1707017,170,32,37,18,0.16593790992566682,0,0
1707018,170,34,40,18,0.16593790992566682,0,0
1707019,170,36,51,43,2.165937909925667,1,0
1707020,170,25,25,13,-3.334062090074333,0,0
1707021,170,30,25,18,-2.834062090074333,0,0
1707022,170,41,47,20,-0.3340620900743332,1,0
1707023,170,24,25,18,-4.334062090074333,1,0
1707024,170,33,52,28,-0.8340620900743332,1,0
1707025,170,42,50,18,0.16593790992566682,1,0
1707027,170,40,47,15,0.16593790992566682,0,0
1757001,175,43,56,40,4.165937909925667,0,0
1757003,175,46,53,45,4.165937909925667,1,0
1757004,175,28,37,30,-1.3340620900743332,0,0
1757005,175,43,53,30,1.1659379099256668,0,1
1757006,175,26,42,23,-0.8340620900743332,0,0
1757007,175,34,42,33,0.6659379099256668,0,0
1757008,175,40,45,33,3.165937909925667,0,0
1757009,175,42,54,45,3.665937909925667,0,0
1757010,175,27,23,17,-1.8340620900743332,0,0
1757011,175,36,48,37,-0.8340620900743332,0,0
1757012,175,41,54,50,0.6659379099256668,1,0
1757013,175,38,47,23,0.16593790992566682,0,0
1757014,175,37,46,50,0.16593790992566682,0,0
1757015,175,44,38,50,2.665937909925667,1,0
1767001,176,22,26,10,-4.834062090074333,0,0
1767002,176,43,53,23,0.6659379099256668,1,0
1767003,176,27,51,20,-0.3340620900743332,0,0
1767004,176,42,55,30,2.165937909925667,0,0
1767005,176,19,33,25,-0.8340620900743332,0,0
1767006,176,32,51,43,-0.8340620900743332,1,0
1767007,176,37,47,30,0.6659379099256668,0,0
1767008,176,36,52,40,4.165937909925667,1,0
1767009,176,28,37,18,-0.8340620900743332,0,0
1767010,176,38,51,27,0.6659379099256668,1,0
1767011,176,33,41,20,-3.834062090074333,0,0
1767012,176,35,53,28,-1.3340620900743332,0,0
1767013,176,29,35,18,-0.8340620900743332,1,0
1767014,176,42,49,38,-0.3340620900743332,1,0
1767015,176,39,43,30,2.665937909925667,0,0
1767016,176,47,55,18,1.1659379099256668,0,0
1767017,176,44,54,20,4.165937909925667,1,0
1767018,176,47,55,25,1.6659379099256668,1,0
1767019,176,34,55,23,1.6659379099256668,1,0
1767020,176,42,55,20,2.665937909925667,0,0
1767021,176,23,31,28,-3.334062090074333,0,0
1767022,176,22,36,18,-3.334062090074333,1,0
1767023,176,42,57,40,2.665937909925667,0,0
1777001,177,34,41,33,-1.3340620900743332,0,0
1777002,177,35,49,35,-0.3340620900743332,0,0
1777003,177,34,42,30,-2.334062090074333,0,0
1777004,177,33,37,18,-1.3340620900743332,0,0
1777005,177,31,33,33,0.16593790992566682,0,0
1777006,177,35,44,20,-0.3340620900743332,0,0
1777007,177,42,43,18,2.165937909925667,0,0
1777009,177,33,39,18,-0.3340620900743332,0,0
1777010,177,29,34,18,0.16593790992566682,0,0
1777011,177,36,45,15,-0.3340620900743332,0,0
1777012,177,40,46,33,1.6659379099256668,0,0
1777013,177,33,34,18,-0.8340620900743332,1,0
1777014,177,35,46,20,-0.3340620900743332,1,0
1777015,177,26,27,17,-2.334062090074333,1,0
1777016,177,42,48,20,0.16593790992566682,1,0
1777017,177,39,39,30,1.6659379099256668,1,0
1777018,177,33,44,20,1.1659379099256668,1,0
1797005,179,29,34,20,1.1659379099256668,0,0
1797006,179,33,45,17,0.16593790992566682,0,0
1797007,179,29,29,20,0.16593790992566682,0,0
1797008,179,32,19,10,-2.334062090074333,0,1
1797009,179,28,24,10,-1.8340620900743332,1,1
1797010,179,33,30,10,-0.8340620900743332,1,0
1827001,182,26,29,10,-5.334062090074333,0,1
1827002,182,20,24,10,-5.334062090074333,0,1
1827003,182,31,41,10,-0.3340620900743332,0,1
1827005,182,42,46,10,-0.8340620900743332,0,1
1827007,182,30,37,10,0.16593790992566682,1,0
1827008,182,30,34,10,-1.3340620900743332,0,1
1827010,182,26,30,10,-3.334062090074333,0,1
1827011,182,23,35,10,-3.334062090074333,0,1
1827012,182,27,38,10,-3.834062090074333,1,1
1837001,183,40,40,23,0.16593790992566682,1,0
1837002,183,36,39,43,-1.3340620900743332,0,0
1837003,183,37,45,25,-0.8340620900743332,1,0
1837004,183,37,45,20,0.16593790992566682,1,0
1837005,183,39,44,25,-0.3340620900743332,1,0
1837006,183,46,46,23,-0.8340620900743332,0,0
1837007,183,40,48,30,0.16593790992566682,0,0
1837008,183,39,47,23,0.6659379099256668,1,0
1837009,183,35,27,25,-0.3340620900743332,1,0
1837010,183,43,43,50,0.16593790992566682,1,0
1837011,183,24,26,15,-0.8340620900743332,0,1
1837012,183,26,31,18,-2.834062090074333,0,0
1837013,183,35,34,20,0.6659379099256668,0,0
1837014,183,25,32,15,-0.3340620900743332,1,0
1837015,183,39,47,33,0.6659379099256668,0,0
1837016,183,37,49,37,-0.8340620900743332,0,0
1837017,183,43,40,37,2.165937909925667,0,0
1837018,183,41,41,43,1.1659379099256668,0,0
1837019,183,41,53,40,1.6659379099256668,0,0
1837020,183,25,52,23,0.16593790992566682,0,0
1837022,183,39,47,20,-0.3340620900743332,1,0
1837023,183,40,34,23,3.165937909925667,0,0
1837024,183,20,27,20,-1.3340620900743332,0,0
1837025,183,33,41,28,-1.3340620900743332,0,0
1837026,183,41,41,43,-0.3340620900743332,1,0
1837028,183,35,44,40,0.16593790992566682,0,0
1837029,183,32,37,15,0.16593790992566682,0,0
1837030,183,35,36,25,-0.8340620900743332,1,0
1837031,183,39,49,33,0.6659379099256668,1,0
1837032,183,35,41,18,-1.8340620900743332,1,0
1837033,183,12,17,10,-5.834062090074333,0,1
1847001,184,29,41,10,-0.8340620900743332,1,0
1847002,184,44,51,23,6.165937909925667,0,0
1847003,184,38,31,20,2.665937909925667,1,0
1847004,184,31,41,40,-1.8340620900743332,1,0
1847005,184,28,37,20,0.16593790992566682,0,0
1847006,184,41,48,43,-0.8340620900743332,1,0
1847007,184,39,47,50,-1.3340620900743332,1,0
1847008,184,27,32,37,-0.8340620900743332,1,0
1847009,184,42,48,47,1.1659379099256668,0,0
1847010,184,28,40,43,-0.3340620900743332,0,0
1847011,184,31,47,50,0.6659379099256668,0,0
1847012,184,46,54,50,3.665937909925667,1,0
1847013,184,38,43,17,-0.8340620900743332,0,0
1847014,184,37,37,30,0.16593790992566682,1,0
1847015,184,30,41,43,1.1659379099256668,0,0
1847016,184,41,49,20,1.1659379099256668,1,0
1847017,184,33,42,27,0.16593790992566682,0,0
1847018,184,28,32,17,0.16593790992566682,1,0
1847019,184,35,40,37,0.6659379099256668,0,0
1847020,184,24,36,25,1.1659379099256668,0,1
1847021,184,44,53,40,2.665937909925667,1,0
1847022,184,31,23,13,-0.3340620900743332,0,0
1847024,184,26,42,33,0.6659379099256668,0,0
1847025,184,34,38,23,-0.3340620900743332,1,0
1847026,184,36,43,37,5.165937909925667,0,1
1847027,184,42,51,47,1.1659379099256668,0,0
1847028,184,30,41,10,-2.334062090074333,1,0
1847029,184,26,52,47,-0.8340620900743332,1,0
1887001,188,38,50,17,1.6659379099256668,1,0
1887002,188,28,26,23,-3.334062090074333,0,0
1887003,188,33,36,23,-1.3340620900743332,1,0
1887004,188,17,20,23,-1.3340620900743332,0,0
1887005,188,32,46,40,-0.8340620900743332,0,0
1887006,188,29,39,30,-1.3340620900743332,0,0
1887007,188,26,34,40,-1.3340620900743332,1,1
1887008,188,34,33,18,-1.3340620900743332,1,0
1887009,188,36,44,18,-0.3340620900743332,0,0
1887010,188,24,42,18,-0.3340620900743332,1,0
1887011,188,36,48,30,0.16593790992566682,0,1
1887012,188,27,25,18,-0.3340620900743332,1,0
1897102,189,41,44,15,2.665937909925667,1,0
1897103,189,42,48,17,-1.3340620900743332,1,0
1897105,189,33,46,40,0.16593790992566682,0,0
1897106,189,33,49,27,3.165937909925667,0,0
1897107,189,32,43,20,-4.834062090074333,1,0
1897108,189,30,39,20,1.1659379099256668,0,0
1897110,189,22,35,20,-2.834062090074333,0,0
1897111,189,27,31,15,-2.834062090074333,0,0
1897112,189,32,40,10,-0.8340620900743332,0,0
1897113,189,42,53,20,0.6659379099256668,1,0
1897201,189,36,44,30,1.1659379099256668,1,0
1897202,189,44,52,40,1.1659379099256668,1,0
1897203,189,34,33,30,-0.8340620900743332,0,0
1897204,189,43,49,48,0.16593790992566682,1,1
1897205,189,32,40,35,-0.8340620900743332,1,0
1897206,189,42,48,33,3.165937909925667,0,0
1897207,189,21,17,15,-4.834062090074333,0,0
1927001,192,24,29,35,-2.334062090074333,0,0
1927002,192,27,44,30,0.6659379099256668,1,0
1927003,192,20,29,33,-1.8340620900743332,0,0
1927005,192,11,24,15,-1.3340620900743332,0,0
1927006,192,36,41,35,-1.8340620900743332,0,0
1927007,192,33,36,15,-1.8340620900743332,1,0
1927008,192,29,30,18,-0.8340620900743332,0,0
1927009,192,31,34,18,0.6659379099256668,0,0
1937001,193,43,50,27,0.6659379099256668,0,0
1937002,193,43,52,35,-1.3340620900743332,0,0
1937003,193,45,51,20,3.165937909925667,0,0
1937004,193,34,44,30,-0.3340620900743332,0,0
1937005,193,43,55,45,3.165937909925667,0,0
1937006,193,42,50,27,2.165937909925667,1,0
